"Material Incidents of Discrimination and/or Harrassment - New York City
2016-17",,,,,,,,** Schools Closed at the end of the school year will not be included in this file.,,,,,,,,,,,,
"This report is a summary of data submitted to NYSED by public and charter schools regarding material incidents of harassment, bullying and discrimination on school grounds or a school function as required by the Dignity for All Students Act.",,,,,,,,,,,,,,,,,,,,
County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Nature Of Material Incidents Of Discrimination And/Or Harassment,,,,,,,,,,,,
,,,,,,,,Race,"Ethnic
Group","National
Origin",Color,Religion,Religious Practice,Disability,Gender,Sexual Orientation,Sex,Weight,Other,Total
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 177,307500014177,Elementary,NEW YORK CITY,Public,490,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 224,307500014224,Elementary,NEW YORK CITY,Public,416,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 233,307500014233,Junior-Senior High,NEW YORK CITY,Public,463,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 255,307500014255,Elementary,NEW YORK CITY,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 256,307500014256,Junior-Senior High,NEW YORK CITY,Public,432,0,0,0,0,0,0,0,0,0,0,0,2,2
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,RIVERVIEW SCHOOL (THE),307500014277,Elementary,NEW YORK CITY,Public,307,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,JOHN F KENNEDY JR SCHOOL,307500014721,Senior High,NEW YORK CITY,Public,472,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,QUEENS TRANSITION CENTER,307500014752,Senior High,NEW YORK CITY,Public,370,0,0,0,0,0,0,0,0,1,0,0,3,4
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 811,307500014811,Junior-Senior High,NEW YORK CITY,Public,419,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 993,307500014993,K-12,NEW YORK CITY,Public,536,1,0,0,0,0,0,0,1,0,0,0,1,3
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,SOUTH RICHMOND HIGH SCH IS/PS 25,307500015025,K-12,NEW YORK CITY,Public,517,0,0,0,0,0,0,0,0,0,0,0,2,2
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 37,307500015037,Junior-Senior High,NEW YORK CITY,Public,365,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,PS 373,307500015373,Elementary,NEW YORK CITY,Public,519,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC CENTRAL OFFICE,NYC SPEC SCHOOLS - DIST 75,RICHARD H HUNGERFORD SCHOOL (THE),307500015721,Junior High,NEW YORK CITY,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 15 ROBERTO CLEMENTE,310100010015,Elementary,NEW YORK CITY,Public,184,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 19 ASHER LEVY,310100010019,Elementary,NEW YORK CITY,Public,271,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 20 ANNA SILVER,310100010020,Elementary,NEW YORK CITY,Public,538,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 34 FRANKLIN D ROOSEVELT,310100010034,Elementary,NEW YORK CITY,Public,350,0,0,0,0,0,0,2,1,0,0,1,0,4
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,STAR ACADEMY PS 63 (THE),310100010063,Elementary,NEW YORK CITY,Public,201,1,0,0,0,0,0,1,0,1,0,0,2,5
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 64 ROBERT SIMON,310100010064,Elementary,NEW YORK CITY,Public,245,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 110 FLORENCE NIGHTINGALE,310100010110,Elementary,NEW YORK CITY,Public,383,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 134 HENRIETTA SZOLD,310100010134,Elementary,NEW YORK CITY,Public,349,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 140 NATHAN STRAUS,310100010140,Elementary,NEW YORK CITY,Public,384,0,0,0,0,0,0,0,1,0,0,0,0,1
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 142 AMALIA CASTRO,310100010142,Elementary,NEW YORK CITY,Public,354,0,0,0,0,0,0,0,0,0,0,0,0,0
